9.5万,11.9万,东京猫猫,243.6万,"萌系,奇幻"
2.4万,14.8万,城市猎人 TV版,123万,"搞笑,热血"
7.6万,289.9万,名侦探柯南 迷宫的十字路口,256.3万,"漫画改,推理,智斗"
6513,11万,CANNON BUSTERS ,97.1万,"漫画改,搞笑,冒险,科幻"
2.6万,11.1万,凉风,156.4万,"日常,少女"
1.3万,10.9万,海物语,49.9万,"奇幻,魔法"
8339,10.9万,废弃公主,30.5万,"奇幻,架空,冒险"
2.3万,83.6万,攻壳机动队ARISE ALTERNATIVE ARCHITECTURE,241.3万,"科幻,热血,智斗"
11.7万,11.1万,阿拉德战记,231.6万,"奇幻,热血,架空,冒险"
1.3万,11.2万,歌塑世界,186.5万,"原创,校园,音乐,偶像"
7112,10.9万,H2O 赤砂的印记,31.8万,"少女,治愈"
1.1万,12.3万,SWORD GAI 装刀凯 The Animation,75.2万,"奇幻,战斗,漫画改"
4万,11.3万,星空清理者,111.7万,"科幻,催泪,漫画改"
9703,11.2万,Sends?of?Destruction,70.5万,"奇幻,热血,架空,冒险"
2.6万,11.9万,图书馆战争,82.1万,"奇幻,热血"
2.2万,11.2万,灵感！,92.2万,"奇幻,少女"
2.3万,11.4万,铳墓,110.5万,"奇幻,热血,战斗"
18.2万,89万,"黑塔利亚 剧场版 银幕HETALIA Axis Powers Paint it, White",115.3万,"萌系,奇幻"
2.6万,11.4万,结界师,137万,"奇幻,热血"
1.9万,47.6万,搞笑漫画日和2,299.4万,"搞笑,泡面"
2.1万,14.2万,心之彼端2,103.4万,日常
12.1万,44.6万,魔法少女奈叶ViVid,497万,"萌系,少儿,热血,魔法"
7.3万,289.9万,名侦探柯南 纯黑的恶梦,282.3万,"漫画改,推理,智斗"
1万,87.5万,滑头鬼之孙 ～奴良组事始～,113.1万,战斗
8759,10.4万,不愉快的怪物庵（僅限台灣地區）,25.7万,"奇幻,日常,治愈"
8398,58万,翼·年代记 东京默示录,67.5万,"热血,奇幻,架空,穿越"
3.8万,10.8万,星梦手记,171.9万,"科幻,偶像,励志,原创"
8017,10.4万,提亚拉之泪,43.7万,"奇幻,战斗,架空,冒险"
7.5万,12.4万,高智能方程式,354.2万,"时泪,科幻,运动,热血"
1.8万,10.5万,哥斯拉：怪兽行星,272.2万,"动作,科幻,动画"
9729,24.7万,忍者少女千鸟～伊势?金崎篇～,368.9万,"历史,泡面,漫画改"
2.2万,17.9万,BanG Dream! 少女乐团派对！☆PICO～大份～,453.9万,"萌系,音乐,原创,校园"
6247,10.6万,Under The Dog,65.6万,战斗
9070,10.7万,幼女戰記（僅限港澳台地區）,30万,"小说改,穿越,奇幻,战斗"
2万,87.6万,剧场版 王室教师海涅,50.6万,"搞笑,漫画改"
4098,10.8万,食梦者玛利,24万,奇幻
8382,10.8万,"Wake Up, Girls! 新章",80.8万,"音乐,偶像,社团,原创"
7.4万,289.9万,名侦探柯南 世纪末的魔术师,242.5万,"漫画改,推理,智斗"
5.3万,13.1万,四驱兄弟（中文）,312.3万,"时泪,热血"
4.2万,10.9万,复活！小猫咪,651万,"萌系,日常,治愈"
7636,11.8万,机巧魔神,67.7万,"科幻,热血"
18.4万,53.3万,头文字D Second Stage,546.7万,"时泪,运动,热血"
7.8万,289.9万,名侦探柯南 瞳孔中的暗杀者,230.3万,"漫画改,推理,智斗"
6.9万,289.9万,名侦探柯南 银翼的魔术师,232.1万,"漫画改,推理,智斗"
6.1万,289.9万,名侦探柯南 第14个目标,239.2万,"漫画改,推理,智斗"
8616,12.8万,打工小哥,156.6万,原创
1.7万,47.6万,搞笑漫画日和3,222.4万,"搞笑,泡面"
6.7万,10.1万,夏色奇迹,105.3万,"日常,治愈,偶像,社团"
1.7万,65.3万,白色相簿 下半篇章,70万,"日常,恋爱,游戏改"
9.6万,41.9万,食梦者。3,208.3万,"日常,热血,励志,职场"
7.1万,289.9万,名侦探柯南 侦探们的镇魂歌,240.1万,"漫画改,推理,智斗"
2.4万,10.3万,吸血鬼福尔摩斯,244.7万,"泡面,推理,神魔"
2.4万,10.2万,玲音,63.3万,科幻
3.1万,10.3万,电脑线圈,82.4万,"科幻,治愈"
10万,11.3万,AKB0048 第一季,347.1万,"科幻,音乐,热血,偶像"
3.4万,10.3万,拜托了！老师,122.4万,"奇幻,日常,原创"
1.5万,48.6万,结城友奈是勇者 -鹫尾须美之章-,101.4万,"少女,魔法"
2.7万,43.7万,初音岛 S.S.,64.5万,"日常,游戏改,校园,恋爱"
8.3万,289.9万,名侦探柯南 天空的遇难船,243.8万,"漫画改,推理,智斗"
5.6万,143.3万,特别版  Free!-Take Your Marks-,65.9万,"社团,运动"
1.2万,15.6万,破刃之剑,74.7万,"机战,战斗,架空"
1.3万,10.4万,爱情泡泡糖,56.3万,"日常,少女"
1万,9.8万,贫穷姐妹物语,37.4万,"萌系,日常,治愈"
2万,9.8万,ARGONAVIS from BanG Dream! 梦想协奏曲,166.8万,"音乐,偶像,励志"
2.9万,31万,高校星歌剧 第三季,236.1万,"原创,音乐,偶像,声控"
7.8万,9.8万,地球防卫少年,127万,"科幻,机战"
5097,9.7万,搖曳莊的幽奈小姐（僅限港澳台地區）,12.2万,"恋爱,神魔,漫画改"
4558,9.7万,STARRY☆SKY,51.4万,"乙女,校园,日常"
10.4万,41.9万,食梦者。2,206.1万,"日常,热血,励志,职场"
1.6万,9.8万,阿茹茉妮,80.4万,"奇幻,治愈"
14.9万,40.2万,薄樱鬼 碧血录,341万,"历史,声控,乙女"
9.7万,142.1万,精灵宝可梦 超级愿望,292.8万,"热血,战斗,励志,架空"
9106,10万,穿透幻影的太阳,83.7万,奇幻
7.8万,10万,神奇宝贝 起源,306万,"战斗,架空,冒险"
2.5万,20.4万,飙速宅男 GLORY LINE,185万,热血
6.8万,10万,超智游戏,340.4万,"热血,运动,智斗"
4.3万,9.9万,SD高达三国传 Brave Battle Warriors,258.4万,"机战,历史"
1.5万,13.1万,双恋,54.8万,"日常,校园"
7.7万,289.9万,名侦探柯南 通往天国的倒计时,239.9万,"漫画改,推理,智斗"
3.5万,10万,阿尔卑斯山的少女,157万,"日常,治愈"
5.8万,10万,超级酷乐猫,181.4万,"萌系,搞笑,热血,奇幻"
3756,10万,道子与哈金,17.1万,"热血,战斗"
5.1万,289.9万,名侦探柯南 业火的向日葵,218.2万,"漫画改,推理,智斗"
2.6万,9.3万,降世神通：最后的气宗 第一季,142.7万,"奇幻,战斗"
1.2万,43.7万,初音岛II,54万,"日常,游戏改"
1377,9.3万,伏 铁炮娘的捕物帐,38.7万,
5432,58万,翼·年代记 春雷记,50.2万,"热血,奇幻,架空,穿越"
2.4万,11.3万,金色琴弦～primo passo～,73.9万,"音乐,乙女"
3.6万,9.4万,STAR DRIVER 闪亮的塔科特,116.8万,"科幻,机战,搞笑,热血"
2.5万,9.3万,深渊传说,104.8万,"奇幻,热血,战斗"
2.7万,9.4万,洲崎西 THE ANIMATION,241.6万,"萌系,搞笑,日常,校园"
6万,12.9万,献给某飞行员的恋歌,185万,"科幻,少女,小说改,架空"
4.1万,12.4万,新机动战记高达W TV版,184.9万,"科幻,热血,机战"
2.4万,9.5万,DRAMAtical Murder OVA,95.1万,奇幻
11.6万,9.7万,剑灵,301.6万,奇幻
4.1万,10.2万,青出于蓝,122.3万,"日常,少女,治愈,恋爱"
5.4万,33.7万,蜂蜜与四叶草II,311.7万,"萌系,恋爱,少女,治愈"
6.5万,10.8万,超时空要塞 Macross,147.9万,"科幻,热血,机战,偶像"
1.1万,9.7万,武士弗拉明戈,27.7万,"搞笑,科幻,热血,偶像"
2.4万,158.1万,无头骑士异闻录×2 结 DuFuFuFu!!,79万,"奇幻,日常,小说改,声控"
2.8万,9.7万,早安恋味糕点店,89.2万,"恋爱,校园,日常"
1.2万,9.7万,恋旅～True Tours Nanto～,75.7万,恋爱
2.9万,9.1万,给你做饭了！,246.5万,"萌系,校园,泡面,日常"
3.7万,125.3万,灼眼的夏娜炭,113.9万,萌系
5441,9.1万,BRAVE10 真田十勇士,32.5万,"历史,奇幻,热血,战斗"
6.3万,289.9万,名侦探柯南 漆黑的追踪者,211.1万,"漫画改,推理,智斗"
8666,10.2万,最终流放,31.9万,"科幻,架空,冒险"
5.6万,289.9万,名侦探柯南 水平线上的阴谋,212.6万,"漫画改,推理,智斗"
1.6万,9万,彼方的阿斯特拉（僅限港澳台地區）,46.4万,"漫画改,科幻,冒险"
5.5万,289.9万,名侦探柯南 战栗的乐谱,201.4万,"漫画改,智斗,推理"
5万,289.9万,名侦探柯南 异次元的狙击手,217.7万,"漫画改,推理,智斗"
2.9万,111.4万,黑子的篮球 Winter Cup总集篇,292.5万,"热血,运动"
2.8万,9.2万,寻找满月,138.1万,"催泪,少女,治愈,奇幻"
7万,9.2万,骑行少女,157.4万,"漫画改,校园,社团,运动"
3.3万,16.2万,雨色可可,352.7万,"日常,治愈,美食"
8.8万,9.4万,老虎和兔子,118.6万,"热血,科幻"
2.6万,353.7万,魔卡少女樱 Clear Card篇 序幕 小樱与两人的小熊,190.6万,"魔法,漫画改"
14.9万,53.3万,头文字D Fifth Stage,914.7万,"时泪,运动,热血"
6.1万,289.9万,名侦探柯南 沉默的15分钟,203.7万,"漫画改,推理,智斗"
1.7万,9.2万,绝对防卫利维坦,84.4万,"萌系,奇幻,魔法,战斗"
8.2万,18.8万,高达创战者 TRY,485.6万,机战
8.6万,9.3万,轻声密语,106.4万,"日常,校园"
3万,8.7万,河童之夏,57万,治愈
24.2万,9.1万,乌龙派出所,3043.7万,"搞笑,日常"
7914,43.7万,初音岛II S.S.,53.7万,"日常,游戏改,校园,恋爱"
1.1万,110.4万,灰与幻想的格林姆迦尔 OVA,152.5万,"奇幻,战斗,架空,穿越"
1.6万,9.2万,佝偻猫 第一季,83.6万,"萌系,搞笑,日常,泡面"
3.4万,22.7万,女神异闻录3 剧场版 #4 Winter of Rebirth,189.8万,游戏改
7164,8.7万,变形少女,135.5万,机战
6893,83.6万,攻壳机动队 S.A.C. SSS 3D,61.3万,"科幻,热血,智斗"
10.8万,8.7万,家有穆珂,302.4万,"萌系,泡面,日常"
4145,8.8万,祝福的钟声,37.6万,恋爱
4.3万,11.7万,现视研1,85.8万,"搞笑,日常,少女"
1.9万,8.8万,小女神花铃,47.5万,"萌系,奇幻,少女"
22.5万,8.8万,荷包蛋的蛋黄什么时候戳破才好？,335.8万,"搞笑,日常,美食"
4.5万,10.3万,宝石宠物 Tinkle☆,178.6万,"萌系,治愈,魔法"
1.7万,10.5万,拽妹黛薇儿 第一季,118.8万,
5.3万,8.9万,牙狼 -红莲之月-,272.5万,"热血,奇幻,战斗,历史"
4020,8.8万,春原莊的管理員小姐（僅限港澳台地區）,7.2万,"日常,声控,漫画改"
4.2万,118.5万,加速世界 OVA1 银翼的觉醒,137.4万,"热血,机战,战斗"
6.9万,42.5万,小马宝莉 友谊的魔力 第八季,352.2万,
1.5万,32.6万,樱花大战 TV版,84.9万,"时泪,科幻,热血,机战"
1.9万,8.8万,普通女高中生要做当地偶像,70.3万,偶像
4016,8.4万,干物妹!小埋R / 我家有個魚乾妹R（僅限港澳台地區）,32.6万,
1.7万,8.4万,海马,56.5万,"科幻,少女"
6579,9.8万,竖笛与双肩书包,86.9万,"萌系,日常,治愈"
3.7万,289.9万,名侦探柯南 第11个前锋,186.8万,"漫画改,推理,智斗"
3.2万,143.3万,剧场版 Free!-Timeless Medley,67.2万,运动
1.7万,19.5万,战姬绝唱SYMPHOGEAR G,91.5万,"科幻,音乐,热血"
4.6万,13.4万,黑白小姐 第二季,186万,"萌系,搞笑,泡面,偶像"
6090,13.2万,机动战士高达 THE ORIGIN I：苍瞳的卡斯巴尔,70.6万,"机战,科幻,漫画改"
1.6万,12.3万,苍穹之法芙娜,55.3万,"科幻,热血,机战"
535,18.2万,我们这一家 第一期,469万,"萌系,搞笑,日常"
8.2万,8.5万,灼热乒乓妹,180.4万,"漫画改,校园,社团,运动"
4524,8.6万,新撰组异闻录 铁,17.7万,"漫画改,战斗,历史"
1.9万,13.9万,偶像大师 SideM,109.9万,"音乐,偶像,原创"
3.1万,289.9万,名侦探柯南 绀碧之棺,197.8万,"漫画改,推理,智斗"
7760,55.4万,未确认进行式 OVA,99.8万,"萌系,搞笑"
1.8万,8.5万,天堂餐馆,58.9万,"日常,少女,治愈,美食"
5066,8.6万,彼得·格里爾的賢者時間（僅限港澳台地區）,43.5万,"漫画改,搞笑,奇幻,架空"
1.9万,8.6万,小魔女蒙娜,86.8万,奇幻
5万,8.6万,战场上的女武神,105.1万,"奇幻,少女,热血"
5508,10.5万,秀逗魔导士 第一季,173.2万,"时泪,奇幻,热血,魔法"
4.6万,117.9万,蜡笔小新 超级美味B级美食大逃亡,203.9万,"萌系,搞笑,少儿,冒险"
8.4万,55.4万,网球王子 全国大会篇,376.1万,运动
4256,8.1万,罗密欧与朱丽叶,40.1万,"恋爱,架空,奇幻"
1.4万,9.9万,侦探歌剧 少女福尔摩斯,61.4万,"搞笑,日常,推理"
16.5万,42.5万,小马宝莉 第五季,416.7万,萌系
3万,16.9万,不可思议星球的双胞胎公主 Gyu,127.2万,"奇幻,战斗,少女,少儿"
1.3万,8.2万,銀河英雄傳說：全新命題 邂逅（僅限港澳台地區）,54.6万,科幻
2.6万,8.5万,人鱼之森,102.2万,奇幻
2.2万,8.8万,王牌投手 振臂高挥,98.8万,"运动,治愈,热血,声控"
1.5万,8.2万,天使之卵,59.1万,
3.2万,289.9万,名侦探柯南 绝海的侦探,186.3万,"漫画改,推理,智斗"
2.7万,13.4万,黑白小姐 第三季,122.7万,"日常,泡面,科幻,偶像"
20.5万,42.5万,小马宝莉 第二季,429.1万,萌系
2.1万,26.6万,精灵宝可梦 剧场版1：超梦的逆袭,115.2万,
9515,8.3万,高校之神（僅限港澳台地區）,39万,"漫画改,热血,校园,战斗"
4.1万,9.7万,咕噜咕噜魔法阵 新系列,213.3万,"搞笑,科幻,魔法,漫画改"
1.1万,8.3万,永不消失的彩虹,74.4万,"萌系,奇幻,日常"
1.6万,8.3万,黑神,77.2万,"奇幻,热血"
4万,8.3万,精灵守护者,105万,"奇幻,治愈,热血"
9887,9.9万,食戟之靈 神之皿（僅限港澳台地區）,66.8万,"漫画改,校园,奇幻,美食"
3.4万,7.6万,武装机甲,136万,"科幻,热血,机战"
4759,7.7万,青空下的约定,54.7万,日常
3.2万,8.4万,绯色的欠片 第一季,127.1万,"奇幻,乙女"
19.2万,42.5万,小马宝莉 第四季,456.4万,萌系
7493,7.7万,无限之住人,69万,"历史,热血"
6251,7.8万,東京暗鴉（僅限港澳台地區）,16万,"小说改,战斗,校园,冒险"
4.7万,26.6万,精灵宝可梦：波尔凯尼恩与机巧的玛机雅娜,372.7万,"动画,奇幻,冒险"
1.3万,30.7万,琴之森 第二季,167.8万,"音乐,治愈,励志,漫画改"
5.9万,45.1万,厨神小当家（中配）,352万,"漫画改,奇幻,冒险,美食"
2.3万,7.9万,狼少女与黑王子,102.8万,"漫画改,少女,恋爱,校园"
6725,51.7万,偶像大师灰姑娘剧场,223.3万,"偶像,泡面"
6155,7.9万,机动战士高达 暮光的阿克西斯 红色残影,109万,机战
4.4万,48.6万,重神机潘多拉（中配）,275.3万,"机战,科幻,原创"
14万,42.5万,小马宝莉 友谊的魔力 第七季,520.5万,魔法
4924,7.9万,英雄传说 空之轨迹,29.1万,"日常,奇幻,战斗"
3990,53.3万,蔷薇少女 序曲,35.4万,"萌系,奇幻"
1.6万,9.4万,战国BASARA,64.6万,"历史,热血,游戏改"
32.9万,124.4万,×××HOLiC·笼 徒梦,681.9万,奇幻
1.2万,8万,我的妹妹是大阪大妈,177.3万,"萌系,搞笑,日常,泡面"
6.6万,7.4万,伽利略少女,147.7万,科幻
7564,17.4万,网球并不可笑嘛 第一季,156.4万,"萌系,日常,运动,社团"
1603,7.4万,浦和小调,28.3万,"日常,治愈"
2601,12.7万,香蕉喵 不可思议的伙伴们,92.6万,"原创,少儿,治愈,萌系"
2628,51.7万,偶像大师灰姑娘剧场 第三季（TV版）,103.8万,"萌系,偶像,原创"
9359,7.4万,逆转公主,48.7万,奇幻
5.3万,40.2万,薄樱鬼 黎明录,108.6万,"历史,声控,乙女"
5192,9.3万,向阳素描,28.7万,"萌系,日常,治愈"
1.4万,7.4万,推理之绊,63万,"奇幻,日常,智斗,推理"
1.1万,7.5万,扩张少女系三重奏,118.6万,少女
3.3万,7.6万,女仆咖啡厅,109.8万,"搞笑,少女,治愈,美食"
2万,7.5万,放浪男孩,56万,"日常,少女,治愈"
2.8万,111.4万,黑子的篮球 第2期 OVA,162.2万,"社团,运动,热血,校园"
2.8万,34.8万,忏?再见绝望先生,91.8万,"搞笑,日常"
7001,142.1万,宝可梦 太阳&月亮（中配）,343.7万,"热血,奇幻,架空,冒险"
2.6万,15.6万,破刃之剑 剧场版,96万,"机战,科幻,战斗,架空"
1.1万,7.6万,苍翼默示录 Alter Memory,82.9万,"战斗,游戏改,架空"
2.1万,199.4万,此花亭奇谭（中配）,184.8万,"萌系,日常,治愈,漫画改"
2.2万,62.6万,圣诞之吻SS OVA,127万,"恋爱,校园,日常,治愈"
9064,7.6万,最后的吸血鬼,66.2万,热血
6893,7.1万,蒸汽男孩,41.4万,
5410,7万,Fate/Grand Order - 絕對魔獸戰線巴比倫尼亞 -（僅限台灣地區）,33.6万,"游戏改,穿越,奇幻,战斗"
1.9万,7万,双面骑士,66.5万,"智斗,奇幻"
2.1万,61.1万,少女与战车 OVA 这次是真正的安齐奥战,120.6万,"校园,少女,战斗,治愈"
1244,7.2万,GA 艺术科美术设计班,12.8万,"萌系,搞笑,日常,社团"
1.1万,7万,战斗妖精雪风,69.4万,"科幻,战斗"
4.3万,7.1万,天国少女,107.7万,少女
2.5万,25.2万,ALDNOAH.ZERO 第二季,189.6万,"原创,战斗,科幻,架空"
8.8万,7.1万,智龙迷城X,427.4万,热血
3.4万,7.1万,天使怪盗,105.9万,"奇幻,恋爱,神魔,少女"
50万,19万,游☆戏☆王 5D's 第四季,1709.1万,"热血,奇幻,战斗"
2.5万,7.2万,高达Reconguista in G,117.1万,机战
1.8万,7.2万,米老鼠的黑白动画片生涯,94.8万,时泪
2.5万,7.3万,限制级杀手,260.6万,"搞笑,泡面"
15.8万,7.4万,棒球英豪 TV版,322.6万,"日常,少女,运动,热血"
7055,7.2万,群居姐妹 OVA,152.2万,"日常,泡面,漫画改"
9万,42.5万,小马宝莉 第三季,289.1万,萌系
3万,45万,兽娘动物园 2,153.4万,"萌系,奇幻,原创,架空"
2701,7.4万,Ragnastrike Angels,228.6万,游戏改
5741,9.9万,战国鸟兽戏画 ~甲~,152.2万,"原创,泡面"
1.6万,6.8万,萌单,44.2万,"萌系,日常,魔法"
937,13.9万,偶像大师 SideM Mini,52万,"萌系,偶像"
2.2万,6.8万,鸭子的生活,236.1万,"萌系,搞笑,日常,泡面"
7760,55.4万,未确认进行式 OAD,99.8万,"恋爱,日常"
2.2万,11.6万,猎人 剧场版 绯色的幻影,69.7万,"奇幻,热血"
1682,58万,翼·年代记 鸟笼国的公主,31.2万,"奇幻,热血,架空,穿越"
4.7万,78.4万,魔法少女 俺（中配）,235.2万,搞笑
8215,6.8万,仰望半月的夜空,44.6万,"奇幻,治愈,小说改,催泪"
1513,83.6万,攻壳机动队 个别的十一人,27.8万,"科幻,热血,智斗"
2.4万,6.9万,刀剑神域：序列之争（中文）,224.2万,"科幻,动画,冒险"
1.1万,6.9万,YU-NO 在這世界盡頭詠唱愛的少女（僅限港澳台地區）,45.1万,"游戏改,科幻,恋爱,声控"
10.2万,23.6万,乃木坂春香的秘密 purezza?,129.7万,日常
378,8.9万,苍色骑士（中文）,22.3万,"奇幻,科幻"
6万,16.1万,夜樱四重奏 花之歌,192万,奇幻
991,34.1万,魔法使的新娘 等待繁星之人（僅限台灣地區）,4.7万,"恋爱,奇幻,魔法"
5150,8.7万,刀劍神域 Alicization War of Underworld（僅限台灣地區）,30.1万,"小说改,热血,战斗,穿越"
1732,6.9万,机神咆吼,27.2万,"科幻,架空"
1.1万,7万,灰羽联盟,38.2万,"治愈,奇幻,日常,架空"
3.5万,118.5万,加速世界 OVA2 加速的顶点,137.6万,"热血,机战,战斗"
2366,7.8万,夏之岚,24.2万,"奇幻,日常,美食"
7.4万,6.6万,SACRED SEVEN,125.7万,"奇幻,热血"
6536,10.8万,夏娃的时间,36.2万,"机战,科幻"
2.6万,6.6万,上课小动作 OAD,104.3万,"搞笑,校园,日常"
9028,6.6万,加奈日记,25.4万,"萌系,日常,治愈"
1.6万,6.6万,黑塚,53.7万,"历史,奇幻"
6893,6.5万,戰×戀（僅限港澳台地區）,27.3万,"漫画改,校园,恋爱"
3985,6.6万,One Off,25.4万,"少女,日常,治愈"
2294,18.6万,科学小飞侠Crowds insight,39.7万,"科幻,热血"
5.8万,13.4万,美妙天堂 偶像时间,316万,"偶像,原创"
4.3万,6.7万,光明之心 ～幸福的面包～,92.7万,"奇幻,热血,架空"
1.8万,16.7万,创圣的大天使EVOL,95.6万,"科幻,热血,机战,架空"
4995,12.7万,香蕉喵,49.8万,
4779,6.6万,爆音少女!! OAD,53.7万,
8.2万,53.3万,头文字D Third Stage,233万,运动
1847,6.7万,异次元觉醒,126.5万,战斗
2.5万,55.4万,新网球王子,200.2万,"搞笑,校园,运动,奇幻"
1.2万,16.2万,雨色可可 欢迎来到RAINY COLOR！,92.9万,"日常,泡面,声控,美食"
9086,6.7万,JOJO的奇妙冒險 不滅鉆石（僅限台灣地區）,15.4万,"漫画改,战斗,冒险"
5.1万,53.3万,头文字D Final Stage,376.9万,"时泪,运动,热血"
858,44.8万,飞翔的魔女 小剧场,43万,少女
4640,12.4万,新机动战记高达W 无尽的华尔兹,72.7万,"机战,原创,科幻,架空"
7.1万,6.5万,玩偶游戏,167.2万,"日常,少儿"
498,9.7万,BT21 UNIVERSE动画 第二季,3.7万,"原创,日常,治愈,泡面"
2万,6.4万,最终兵器彼女,54.3万,"科幻,少女"
3782,6.3万,矶部矶兵卫物语,73万,日常
3680,6.3万,新白雪姬传说,34.4万,"奇幻,少女,热血"
1.5万,6.4万,喵阿楞,145.2万,"萌系,泡面"
4043,24.7万,忍者少女千鸟～姐川·石山篇～,151.9万,漫画改
2941,6.4万,依巴拉度~时间篇,30.6万,治愈
2572,83.6万,攻壳机动队 笑面男,39万,"科幻,热血,智斗"
4726,6.4万,大都会,39.3万,科幻
5702,6.5万,Upotte!!,23万,"科幻,热血"
3.8万,117.9万,蜡笔小新 呼风唤雨！大人帝国的反击,128.4万,"萌系,少儿"
5888,83.6万,攻壳机动队 S.A.C. Solid State Society,31.9万,"科幻,热血,智斗"
7236,6.5万,死神的歌谣,54.1万,"萌系,奇幻"
1.3万,6.5万,虹色时光,61.9万,"漫画改,恋爱,校园"
2.7万,53.3万,头文字D Legend1 -觉醒-,163.9万,"热血,运动,时泪"
7万,13.4万,美妙天堂  第三季,410.2万,"偶像,少儿"
1.3万,7.2万,轮回的拉格朗日,49.3万,"科幻,奇幻,机战,社团"
5.3万,7.2万,PHI·BRAIN 神之谜题 第一季,141.8万,"奇幻,智斗,推理"
13.7万,29.4万,钻石王牌 ～Second Season～,393.4万,运动
1.4万,6.2万,紫式部 源氏物语,64.8万,"历史,恋爱"
18.7万,11万,变形金刚 领袖之证 美版第一季,407.2万,"科幻,热血"
6046,7.1万,无口的森田小姐,62.6万,"日常,泡面"
3.3万,117.9万,蜡笔小新 超时空！呼风唤雨的我的新娘,131.7万,"萌系,搞笑,少儿,穿越"
3.1万,6.2万,魔人侦探食脑奈罗,103.8万,"奇幻,推理"
1773,6.2万,为什么猫都叫不来,116.6万,萌系
2793,6.3万,不可思议的教室,16.4万,"搞笑,日常,校园"
1.5万,6.3万,备长炭,42.7万,"萌系,搞笑,日常,治愈"
1.1万,27万,今天开始做魔王 第三季,88.5万,"奇幻,神魔"
1.1万,6.3万,四娘物语,27.2万,日常
1.6万,6.3万,弩級戰隊H×EROS（僅限港澳台地區）,31.2万,"漫画改,战斗,架空"
5317,22.7万,剧场版 笑傲昙天(外传) 「前篇」,63.9万,奇幻
3.3万,9.7万,BT21 UNIVERSE动画,140.4万,"日常,偶像,励志,原创"
5040,13.1万,双恋 Alternative,33.2万,日常
3.7万,6.3万,动画心疗系,289.9万,"搞笑,泡面"
8.8万,42.5万,小马宝莉：友谊的魔力 第六季 (中配）,380.2万,"萌系,魔法,日常,少儿"
1.3万,26.8万,美男高校地球防卫部 HAPPY KISS！,44.3万,
6.1万,46.8万,奇诺之旅,268.3万,"小说改,奇幻,冒险"
2601,6.3万,京四郎和永远的天空,18.7万,"恋爱,奇幻"
7.6万,7.6万,第一神拳,370.5万,"运动,热血"
6.1万,121.3万,哆啦A梦 大雄的宇宙英雄记,240万,"奇幻,时泪,冒险"
3.2万,11.6万,猎人 剧场版 最后的任务,119.5万,"热血,原创"
2.2万,56.3万,排球少年剧场版 观念之战,117.8万,"热血,运动"
5029,146.4万,热诚传说～导师的黎明～,86.3万,"奇幻,架空,冒险"
1.4万,6万,海月姬,61.6万,"搞笑,日常,治愈"
1.3万,14.8万,神曲奏界Polyphonica crimson S,57.5万,"奇幻,架空"
50万,19万,游☆戏☆王 5D's 第二季,1709.1万,"热血,奇幻,战斗"
6673,13.2万,机动战士高达 THE ORIGIN IV：命运的前夜,54.3万,"机战,科幻,漫画改"
6825,6.1万,枪心剑刃,39.4万,"奇幻,架空"
1.3万,79.4万,AIR 剧场版,51.8万,"奇幻,日常,治愈"
3.4万,22.7万,女神异闻录3 剧场版 #2 Midsummer Knight's Dream,189.8万,"科幻,奇幻,校园,战斗"
5.2万,108.4万,噬神者 SP,422.1万,
1.3万,6.1万,VIVIDRED OPERATION,37.2万,"科幻,热血"
2万,6.1万,暗夜第六感,46.2万,科幻
3.3万,6.1万,机动战士高达AGE,115.6万,"原创,科幻,机战"
5269,8.5万,漫研部,98.9万,"搞笑,泡面,日常,校园"
2.2万,40.2万,薄樱鬼 雪华录,73.8万,"历史,声控,乙女"
2184,6.1万,女学。～圣女斯克威尔学院～,73.7万,"日常,萌系,校园,偶像"
4.1万,6.2万,星之卡比,138万,"萌系,奇幻,搞笑,治愈"
2.4万,5.8万,鬼神童子ZENKI,110.1万,"奇幻,热血"
4727,5.8万,田中君總是如此慵懶（僅限港澳台地區） ,11.7万,"漫画改,搞笑,日常,校园"
2.7万,5.8万,棒球伙伴,96.2万,"运动,治愈"
2.2万,5.8万,闪灵二人组,71.3万,热血
2.6万,31.4万,前进吧！登山少女  第二季,71.7万,"治愈,萌系,日常"
7295,13.2万,机动战士高达 THE ORIGIN III：破晓起义,45.2万,"机战,科幻,漫画改"
8612,6.6万,解谜之音,85.5万,"推理,原创,泡面"
3639,69.4万,魔弹之王与战姬 SP 堤格尔君与战姬亲,127.4万,"奇幻,泡面,架空"
1.7万,42.5万,彩虹小马 小马国女孩3：友谊大赛,80.8万,萌系
1.3万,5.9万,信长协奏曲,55.5万,"漫画改,历史,声控"
3609,76.4万,ACCA13区监察课－Regards,31.9万,
3.5万,117.9万,蜡笔小新 呼风唤雨！光荣烧肉之路,115.2万,"萌系,少儿"
5775,5.9万,捉迷藏,43.4万,
2122,90.2万,青之驱魔师 OAD,69.8万,"奇幻,战斗"
2.1万,5.9万,狼雨,58.1万,"科幻,时泪"
1.9万,5.8万,魔法少女？Naria☆Girls,79.9万,"萌系,魔法"
7188,5.9万,棺姬嘉依卡 OVA,44.7万,"奇幻,架空"
2.4万,7万,遥远时空中 八叶抄,73.4万,"奇幻,乙女,架空,穿越"
4.5万,42.5万,小马宝莉 友谊的魔力 第八季（中配）,468.3万,"少女,魔法"
1.4万,5.9万,SUSHI POLICE,143.1万,"科幻,奇幻"
