20.6万,61.1万,BanG Dream!,706.3万,"校园,音乐,社团,日常"
6.5万,42.5万,NEKOPARA EXTRA 小猫篇（猫娘乐园）,288.6万,"萌系,日常,治愈,游戏改"
16.5万,157.9万,轻音少女 剧场版,239.4万,"日常,萌系,音乐,校园"
2.8万,48.4万,来自深渊 深沉灵魂的黎明,172.1万,"漫画改,奇幻,冒险,架空"
10万,48.6万,重神机潘多拉,680.8万,"机战,原创,科幻"
21.1万,55.5万,IDOLiSH7-偶像星愿-,950.4万,"音乐,偶像,游戏改"
10.4万,45.1万,厨神小当家,816.1万,"漫画改,奇幻,冒险,美食"
22.2万,51.7万,偶像大师 灰姑娘女孩,695.8万,"音乐,偶像,励志,少女"
4.9万,47.6万,搞笑漫画日和,660.8万,"搞笑,泡面"
19.4万,286.1万,K MISSING KINGS,670.5万,"奇幻,战斗,声控"
19.4万,40.1万,覆面系 NOISE,638.5万,"恋爱,音乐,少女,漫画改"
43.5万,89万,黑塔利亚 The World Twinkle 第6期,1951.5万,"萌系,日常,泡面,声控"
40万,117.9万,蜡笔小新 第六季（中文）,3194.7万,搞笑
7.1万,40.5万,你看起来很好吃,271.2万,治愈
85.9万,117.9万,蜡笔小新 第二季（中文）,7106.3万,搞笑
16.5万,375.1万,Charlotte SP,1097.4万,"奇幻,校园"
9484,53万,浪客剑心 追忆篇,118.3万,"漫画改,战斗,催泪,历史"
6.6万,40.6万,重启咲良田,304.4万,"小说改,日常,奇幻,校园"
36.5万,364.2万,野良神 ARAGOTO OAD,1329.3万,"奇幻,推理"
22.8万,772.1万,Re：从零开始休息时间,4141.3万,"小说改,架空,穿越,冒险"
8.7万,42.3万,元气囝仔,358.7万,治愈
15.3万,185.7万,伪恋 OAD,619.7万,校园
10.4万,43.4万,悠久之翼,270.7万,"催泪,校园,恋爱"
64.7万,136.5万,零之使魔F,1971.1万,"奇幻,日常,战斗,小说改"
27.2万,42.3万,少女们向荒野进发,809万,校园
8.4万,44.8万,飞翔的魔女,361.3万,"魔法,日常,治愈"
19.7万,42.8万,机动战士高达00,884.7万,"科幻,热血,机战"
5.2万,38.9万,聆听者 / LISTENERS,516.4万,"原创,音乐,热血"
9.5万,53.9万,巴哈姆特之怒 GENESIS,379.3万,"奇幻,魔法,神魔,架空"
13.7万,38.3万,异世界居酒屋～古都阿伊特力亚的居酒屋阿信～,1161.6万,"小说改,美食,架空"
17.3万,41.9万,食梦者,438.8万,"日常,热血,励志,职场"
26.5万,121.2万,Love Live! Sunshine!! 第二季,588万,"音乐,校园,偶像,社团"
16.5万,46万,Concrete Revolutio 超人幻想 第一季,766.1万,"热血,奇幻,战斗,魔法"
3067,53万,浪客剑心 新京都篇,39.9万,"战斗,历史"
6.8万,39.1万,白猫计划 零之纪元,693.8万,"游戏改,战斗,恋爱,奇幻"
5.9万,39.4万,SOLA,202万,"治愈,奇幻,催泪"
10.2万,50.5万,天元突破红莲螺岩,519.8万,"热血,科幻,励志,机战"
10.9万,56.2万,花牌情缘,417.2万,"少女,运动,校园,热血"
22.1万,39.4万,革命机Valvrave,620.6万,"机战,科幻,战斗,原创"
28.4万,45.1万,吸血鬼骑士,865.7万,"奇幻,少女,乙女,神魔"
3.3万,45.3万,叛逆性百万亚瑟王,556.7万,"奇幻,战斗,游戏改,架空"
78.5万,60.4万,亚尔斯兰战记,2175.3万,"热血,智斗,战斗,架空"
6.3万,39.5万,宅饮,607.1万,"日常,美食,漫画改"
11.8万,39.7万,星合之空,708.8万,"原创,运动,校园"
1.3万,39.6万,在世界尽头咏唱恋曲的少女YU-NO,100.4万,"游戏改,科幻,恋爱,声控"
2.1万,104.4万,凉宫春日的忧郁 2006,171.4万,"时泪,奇幻,搞笑,科幻"
14.6万,36万,怪 ?AYAKASHI?,303.6万,"历史,奇幻,治愈"
4万,36.5万,只要長得可愛，即使是變態你也喜歡嗎？（僅限台灣地區）,108万,"小说改,校园,恋爱"
11.7万,36.9万,冷然之天秤,679.3万,"乙女,游戏改"
4.6万,104.4万,凉宫春日的消失,121.2万,"搞笑,奇幻,校园,日常"
1.1万,52.4万,田中君总是如此慵懒小剧场,1529.4万,日常
3.6万,36.1万,神薙,142.7万,日常
5.2万,36.3万,付丧神出租中,520.3万,"小说改,治愈,神魔"
13.2万,36万,发条精灵战记 天镜的极北之星,794万,"奇幻,战斗,架空"
6.8万,36.9万,奇幻☆怪盗,626.1万,"小说改,奇幻,恋爱"
2万,53.2万,悠哉日常大王 Repeat OAD,271万,"少女,日常"
2638,53万,浪客剑心 星霜篇,34.3万,"催泪,战斗,历史"
9.1万,50.5万,怪盗基德,550.7万,"漫画改,智斗"
6万,37.5万,阿尔蒂,482.3万,"漫画改,日常,治愈"
59.3万,37.4万,青春生存游戏,982.3万,"热血,校园,战斗,少女"
3.8万,506.1万,夏目友人帐 第五季 特别篇,361.2万,"奇幻,日常,治愈"
22万,37.3万,写真女友,851.3万,"日常,声控,游戏改"
5.7万,37.8万,催眠麦克风-Division Rap Battle- Rhyme Anima,163.4万,"偶像,音乐"
14.2万,37.7万,Ange Vierge,470.6万,"奇幻,战斗"
4.6万,37.6万,春宵苦短，少女前进吧,247.7万,"恋爱,奇幻"
5.5万,38万,狼的孩子雨和雪,212万,"治愈,励志,催泪"
8.3万,107.2万,進擊的巨人 第三季 Part.2（僅限台灣地區）,315.9万,"漫画改,热血,奇幻,战斗"
1.1万,34.6万,池袋西口公园,98.9万,"小说改,推理"
7万,34.6万,企鹅公路,286万,"奇幻,动画,冒险,小说改"
40.6万,125.3万,灼眼的夏娜III -Final-,540.6万,"战斗,热血,小说改,奇幻"
64.9万,55.4万,网球王子,1583.3万,"校园,运动,奇幻"
33万,72.8万,迷糊餐厅 WORKING!!!,1264.9万,"搞笑,日常,声控,美食"
8.2万,34.3万,中间管理录利根川,899.1万,"搞笑,日常,励志,职场"
14.9万,40.2万,薄樱鬼,341万,"历史,少女,声控,乙女"
11.6万,34.8万,S.A特优生,429.3万,"日常,少女"
41.8万,42.3万,机动战士高达SEED HD,1313.5万,"科幻,机战"
3.2万,35万,钢壳都市雷吉欧斯,185.2万,"科幻,热血,战斗,架空"
7.1万,35.3万,肆式青春,593.4万,动画
35.1万,90.2万,好想告诉你 第二季,870.8万,"少女,校园,治愈,催泪"
4.6万,35.4万,无法逃离的背叛,215.7万,奇幻
45.5万,101.4万,魔笛MAGI 第二季,2135.8万,"奇幻,战斗,架空,冒险"
10万,35.5万,恶魔之谜,310万,校园
11.8万,35.3万,LOST SONG 失落的歌谣,549.4万,"音乐,原创,架空"
5.6万,35.6万,社长，战斗时间到！,586.5万,"游戏改,奇幻,战斗,职场"
16.5万,35.7万,动画同好会,437.7万,"校园,社团,原创,搞笑"
7.7万,35.9万,寻找失去的未来,258.9万,"校园,穿越"
7841,32.3万,王之逆袭：意志的继承者,134.6万,"奇幻,战斗,冒险,架空"
8053,32.6万,魔法律事务所 第二季,248.4万,"漫画改,奇幻,魔法"
3.9万,32.8万,BEM,415.7万,"漫画改,战斗,奇幻"
5.3万,395.4万,中二病也要谈恋爱！恋 Lite,558.7万,"恋爱,奇幻,战斗"
10.9万,447.1万,四月是你的谎言 OAD,513.3万,"催泪,少女"
4.3万,32.3万,啄木鸟侦探社,326.1万,"小说改,推理"
27.3万,32.6万,电器街的漫画店,1034.6万,"萌系,搞笑,日常,治愈"
12万,32.5万,影之诗,453.6万,"游戏改,少儿"
4.7万,43.7万,初音岛,206.6万,"游戏改,日常,校园,恋爱"
1.1万,33.3万,魔法科高校的劣等生 简单易懂的魔法科！,738.7万,"校园,搞笑,战斗,日常"
8.5万,32.8万,伯爵与妖精,326.3万,"奇幻,少女"
5.3万,33.2万,笑容的代价,597.2万,"科幻,战斗,原创,机战"
7.9万,143.8万,EVA 新世纪福音战士新剧场版1.11：序,514.5万,"科幻,机战,战斗"
16万,60.4万,亚尔斯兰战记 风尘乱舞,503.4万,"热血,战斗,架空,冒险"
7.4万,33.6万,心灵的声音,1830.7万,
6.8万,87.5万,滑头鬼之孙 第二季,409.4万,"奇幻,战斗,热血,声控"
5.5万,33.6万,Q弟侦探因幡,322.9万,"萌系,搞笑,日常"
7.7万,39.5万,DOG DAYS,241.9万,"少女,战斗,热血,声控"
8.1万,34万,厨病激发男孩,503.5万,"小说改,搞笑,日常,校园"
57.4万,125.3万,灼眼的夏娜II -Second-,546.8万,"校园,战斗,热血,小说改"
28.3万,30.6万,高达创形者,1705.6万,"热血,机战,社团,少儿"
31.7万,30.9万,长门有希酱的消失,803.9万,"日常,少女,治愈"
12.6万,30.6万,黑之宣告,417.4万,"机战,战斗,科幻"
2.3万,31.2万,战翼的希格德莉法,139.3万,"原创,科幻"
2.2万,30.9万,普通攻擊是全體二連擊，這樣的媽媽你喜歡嗎？（僅限台灣地區）,67.1万,"小说改,奇幻,穿越"
6.2万,30.6万,放学后桌游俱乐部,316.2万,"漫画改,校园,日常,社团"
3.2万,30.6万,异界群敌 代码重组,402.8万,"游戏改,战斗,科幻,萌系"
1.4万,296.8万,罪恶王冠 SP,689.4万,"奇幻,战斗,热血"
5.3万,34.8万,再见绝望先生,256.3万,"搞笑,日常"
4.4万,31.3万,佐賀偶像是傳奇（僅限港澳台地區）,187.3万,"原创,搞笑,偶像"
5.4万,33.7万,蜂蜜与四叶草,311.7万,"萌系,恋爱,少女,治愈"
4.4万,31.5万,牵牛花与加濑同学。,139.1万,"校园,日常,漫画改"
6.1万,35.9万,黄金拼图,135.7万,"萌系,日常,治愈"
13.7万,31.5万,三颗星彩色冒险,437.8万,"萌系,漫画改,搞笑"
5.2万,31.8万,RobiHachi,468.7万,"原创,冒险"
6万,32.2万,斩·赤红之瞳！ 爆笑小剧场,735.1万,"小说改,战斗,治愈,架空"
7.7万,31.5万,猫眼三姐妹,388.8万,"热血,少女,时泪"
4.2万,32.2万,番剧茶会,352.1万,
3.9万,32.3万,政宗君的复仇,276.1万,"搞笑,日常,恋爱,校园"
2.7万,34.1万,魔法使的新娘（僅限台灣地區）,110.7万,"恋爱,奇幻,魔法,漫画改"
3.4万,29.3万,四畳半神话大系,205.4万,"日常,治愈"
11.2万,54.6万,高达创形者 再起,1141.3万,"原创,热血,科幻,机战"
10.1万,270.7万,珈百璃的堕落 SP,512.3万,"校园,日常,漫画改"
6万,98万,Little Busters! ～Refrain～,238.3万,"校园,励志,游戏改"
2.3万,29.4万,人类衰退之后,151.7万,"科幻,日常,小说改"
4.6万,29.4万,玻璃之花与崩坏的世界,291万,"原创,治愈,架空"
33.4万,29.7万,梦色蛋糕师,1090.7万,"少女,美食,奇幻,日常"
8.4万,82.9万,境界线上的地平线II,413.1万,"战斗,小说改,热血,奇幻"
5.5万,29.7万,ANIMAYELL!,283.4万,"萌系,校园,社团,运动"
11.5万,30万,全部成为F -THE PERFECT INSIDER-,532.5万,"科幻,智斗,推理"
7.5万,29.9万,妖狐×仆SS SP,345.3万,恋爱
5.1万,29.8万,超级弹丸论破2.5 狛枝凪斗与世界的破坏者,301.4万,推理
2万,30.1万,我家有个狐仙大人,142.2万,少女
18.1万,30.1万,便·当,587.1万,"热血,战斗,校园,小说改"
5.1万,30.1万,龙的牙医,249.8万,"奇幻,战斗,原创,架空"
10.7万,136万,DARKER THAN BLACK -流星的双子-,315.2万,"奇幻,科幻,战斗,热血"
2.3万,30.3万,若能与你共乘海浪之上,213.2万,"爱情,奇幻,动画"
3.3万,32.6万,新樱花大战,395.7万,"游戏改,机战,恋爱"
21.9万,33万,萝球社！,309.7万,"校园,萌系,运动,小说改"
2万,30.5万,+TIC模型姐妹,194.8万,"萌系,搞笑,日常"
15.2万,50.5万,怪盗基德1412,947万,"漫画改,智斗"
4.8万,55.4万,未确认进行式,343.5万,"漫画改,萌系,搞笑"
3.1万,27.4万,URAHARA,216.7万,"萌系,奇幻,治愈"
1.3万,27.5万,政宗君的复仇（僅限港澳台地區）,23.2万,"漫画改,校园,恋爱"
17.2万,27.7万,忍者终结者 SE,781.6万,"热血,奇幻,战斗"
3.3万,282万,CLANNAD ～AFTER STORY～另一个世界 杏篇,172.4万,"时泪,校园,治愈,催泪"
2.7万,27.7万,梅露可物语 : 无精打采的少年与瓶中少女,253.7万,"萌系,游戏改,架空,冒险"
8.1万,27.8万,心灵侦探八云,252万,"推理,智斗"
24.2万,53.9万,巴哈姆特之怒 VIRGIN SOUL,956.4万,"奇幻,战斗,魔法,架空"
2.2万,188.8万,命运石之门 境界面上的迷失之链,379.5万,"科幻,穿越"
4.3万,34.2万,快要坏掉的八音盒,179.3万,"催泪,少女,治愈"
37万,28.5万,Dance with Devils,636.5万,"校园,乙女"
11.7万,28.5万,Regalia 三圣星,404.4万,"机战,战斗,架空"
2.6万,29.9万,FORTUNE ARTERIAL -赤之约定-,109.8万,"奇幻,日常,游戏改"
1.5万,52.4万,田中君总是如此慵懒 特典,407万,"搞笑,治愈"
8万,48.6万,结城友奈是勇者 鹫尾须美之章&勇者之章,407.9万,"少女,魔法,原创,冒险"
2.8万,29.1万,不正经的魔术讲师与禁忌教典,282.1万,"战斗,校园,奇幻,架空"
1.2万,28.8万,为美好的世界献上祝福！ 第二季 （僅限港澳台地區）,52.2万,"小说改,穿越,奇幻,搞笑"
4.7万,394.3万,路人超能100 REIGEN～不为人知的奇迹灵能者～（OVA）,565万,"搞笑,战斗"
17.4万,192.4万,地狱少女 二笼,383.7万,原创
24.4万,26.6万,青年黑杰克,697万,"奇幻,智斗,职场"
10.5万,67.6万,逆转裁判 第二季,669.9万,"推理,游戏改"
10.3万,26.6万,女神异闻录4,377.3万,"热血,奇幻,校园,战斗"
16.4万,26.5万,笑面推销员NEW,549.3万,漫画改
2.4万,803.1万,OVERLORD Ⅱ SP,2647万,"职场,架空"
2.9万,26.7万,踏切时间,582.6万,"日常,泡面"
7.9万,27.2万,无畏魔女,372.2万,"战斗,机战,原创"
7.7万,26.7万,未来都市No.6 ,193.2万,"小说改,科幻"
4.8万,69.1万,学生会的一己之见 Lv.2,230.8万,"小说改,搞笑,日常,校园"
297.9万,26.7万,沒有黃段子的無聊世界（僅限港澳台地區）,4813.1万,"日常,校园"
9.5万,124.4万,×××HOLiC·继,327万,奇幻
3.5万,28.7万,超级小白,901.8万,"漫画改,搞笑"
7.6万,26.9万,Lostorage incited WIXOSS,347.1万,
2.6万,27万,消灭都市,468.4万,"游戏改,冒险"
20.1万,143.3万,Free! -Eternal Summer-,363.9万,"校园,运动"
9.2万,27.1万,战刻夜想曲,449.8万,"乙女,游戏改,穿越"
9.7万,143.8万,EVA 新世纪福音战士新剧场版3.33：Q,463.9万,"机战,科幻,战斗"
25.1万,364.2万,野良神 OAD,962.7万,"奇幻,日常"
5.9万,27.9万,鹿枫堂,499.6万,少女
34.4万,27.3万,众神的恶作剧,634.7万,"乙女,奇幻"
6341,25.7万,富豪刑警 Balance:UNLIMITED（僅限港澳台地區）,28.3万,"小说改,搞笑,推理"
5.8万,25.9万,小森同学拒绝不了！,739.1万,"校园,日常,萌系"
2.9万,110万,UQ HOLDER！悠久持有者 OAD,362.4万,"热血,战斗,漫画改"
15.4万,26.1万,三者三叶,414.2万,"萌系,校园,日常,治愈"
9.6万,163.3万,笨蛋，测验，召唤兽  OVA,532.9万,"搞笑,校园,社团,日常"
10.3万,25.6万,宇宙巡警露露子,611.2万,"奇幻,泡面"
2.6万,76.4万,潜行吧！奈亚子 OVA 温柔地解决敌人的方法,355.7万,少女
14万,25.9万,梦幻之星online2,654.6万,"科幻,奇幻"
1.2万,26万,食灵-零-,70.3万,战斗
2.6万,282万,CLANNAD 另一个世界 智代篇,172.4万,"校园,治愈,时泪,催泪"
7.2万,26.3万,KANON / 雪之少女（京都版）,130.1万,"少女,治愈,催泪"
44.8万,142.1万,精灵宝可梦 XY,1220.1万,"热血,战斗,励志"
2.2万,188.8万,命运石之门 聪明睿智的认知计算,341.8万,科幻
3.6万,26.4万,我的朋友很少 OAD,375.2万,"小说改,社团,少女,日常"
5.5万,26.4万,和歌子酒 动画,1223.4万,"日常,泡面,治愈,美食"
46.4万,42.3万,机动战士高达SEED Destiny HD,1283.7万,"科幻,机战"
18.1万,28.9万,龙珠超：布罗利,838.8万,"动作,奇幻,动画"
5.1万,26.1万,传颂之物,185.5万,"奇幻,热血,战斗,架空"
9.8万,26.4万,希德尼娅的骑士 第一季,558.1万,"热血,科幻,机战,冒险"
6.2万,44.7万,锁链战记 赫克瑟塔斯之光,466.5万,"游戏改,架空"
10.7万,803.1万,剧场版总集篇 OVERLORD 不死者之王,1284.9万,"奇幻,战斗,魔法"
5931,24.8万,灰色的迷宫,265.6万,"战斗,游戏改"
43.9万,25.1万,那就是声优！,746.8万,"萌系,搞笑,治愈,职场"
-,25.6万,A3!满开剧团 秋组&冬组篇,-,"游戏改,音乐,偶像"
7.6万,25.1万,刀语,243.8万,"历史,奇幻,战斗,催泪"
15.7万,27万,银之匙 Silver Spoon 第一季,628.7万,"日常,校园,热血,美食"
4.7万,24.9万,Room Mate,322.1万,"乙女,泡面,原创"
8.8万,24.9万,18if 梦境异闻录,294.5万,"游戏改,穿越,冒险"
6.3万,25.2万,RAIL WARS!-日本国有铁道公安队-,263.4万,"小说改,职场"
3万,25.3万,吸血鬼猎人D,236.5万,奇幻
10.6万,44.6万,ViVid Strike!,518.4万,"战斗,魔法"
1.6万,25.3万,虚空魔境 第二季,506.4万,"漫画改,热血,战斗"
5.1万,48.6万,结城友奈是勇者,189.3万,"战斗,魔法,冒险"
11.9万,143.8万,EVA 新世纪福音战士新剧场版2.22：破,475万,"原创,科幻,机战,战斗"
25.7万,42.5万,小马宝莉 第一季,719.9万,萌系
4.8万,296.8万,罪恶王冠 失落的圣诞节 an episode of port town,437.5万,"战斗,热血,奇幻"
2.9万,25.3万,斩首循环 蓝色学者与戏言跟班,277.9万,"小说改,推理"
4.7万,53.2万,剧场版 悠哉日常大王 Vacation,149万,"漫画改,萌系,治愈,日常"
3.8万,214.6万,告白实行委员会 告白预演,522万,"恋爱,校园,声控"
1.9万,25.5万,甜梦猫,111.8万,"奇幻,萌系,治愈,少女"
9880,24.1万,攀岩少女！,98.8万,"漫画改,运动"
8.1万,24万,刃牙 大擂台赛篇,979.8万,"漫画改,热血,战斗"
4.7万,24万,鬼斩,545.2万,"奇幻,战斗"
3.6万,223.5万,钢之炼金术师 叹息之丘的圣星,257.6万,"时泪,奇幻,战斗,热血"
5.8万,65.5万,荒川爆笑团2,240.4万,"搞笑,日常,声控"
3.3万,27万,今天开始做魔王 第一季,355.3万,"奇幻,神魔,架空,穿越"
3.5万,24.6万,乒乓,336.2万,"漫画改,校园,运动,热血"
13.1万,118.5万,加速世界 Infinite Burst,376.3万,"小说改,恋爱,战斗,励志"
5.6万,24.3万,战斗女子高校,298.6万,"校园,魔法,游戏改,战斗"
20.4万,24.1万,石膏男孩,674.2万,搞笑
6.5万,24.3万,夏日大作战,160.3万,"热血,治愈"
9.3万,52万,八犬传-东方八犬异闻-  第二季,299.4万,奇幻
3.8万,28.9万,龙珠Z：复活的弗利萨,229.2万,"动画,动作"
7.7万,24.6万,三丽鸥男子,305万,原创
7.8万,24.6万,恶魔奶爸,950.9万,"萌系,搞笑,热血,战斗"
16.9万,24.7万,圣斗士星矢 THE LOST CANVAS 冥王神话,631.7万,"奇幻,热血,声控,战斗"
4.2万,24.7万,青之文学,166.3万,治愈
6.7万,44.7万,锁链战记 赫克瑟塔斯之光,200.4万,"奇幻,战斗,游戏改,架空"
8.7万,395.4万,DEPTH OF FIELD ～ 爱与憎恨的剧场,500.7万,"萌系,搞笑,校园"
1.6万,25万,猫神八百万,107.8万,"萌系,奇幻,日常,治愈"
4.7万,231.1万,请问您今天要来点兔子吗？？～Dear?My?Sister～,118.6万,"萌系,日常,治愈,萝莉"
5.5万,23.1万,Code Geass 亡国的阿基德,224.7万,"奇幻,科幻,热血,机战"
18.4万,23.3万,黑色残骸,863.3万,"机战,科幻,战斗"
22.9万,42.8万,机动战士高达00 第二季,873.3万,"科幻,热血,机战"
4万,23万,尸者的帝国,197.2万,战斗
24万,23万,琴浦小姐,529.6万,"日常,催泪,校园,恋爱"
4万,160.9万,魔法少女☆伊莉雅 2WEI! OVA,261.7万,"少女,战斗,奇幻"
19.8万,23.4万,十二国记,687.1万,"时泪,奇幻,小说改,励志"
20万,23.4万,跟班×服务,219.1万,"萌系,搞笑,日常,声控"
2495,23.4万,忍者收藏,74.3万,"战斗,原创"
6.2万,72.8万,迷糊餐厅 WORKING’!!,219.6万,"搞笑,日常,声控,美食"
12.8万,23.6万,Classroom☆Crisis,546.1万,"萌系,奇幻,科幻,日常"
3.5万,237.3万,男子高中生的日常 SP,816.5万,"搞笑,校园,日常"
4.7万,23.4万,编舟记,257.7万,"励志,职场,小说改"
16.8万,29.9万,舞武器舞乱伎,572.8万,"热血,奇幻,战斗"
12.1万,24万,世界征服 谋略之星,446.4万,"萌系,科幻"
12.8万,23.8万,兄弟战争,388.2万,"小说改,乙女"
2.3万,23.7万,RErideD-穿越时空的德理达,342.3万,"科幻,原创,穿越,冒险"
7.7万,29.4万,钻石王牌 act II 后半,825.4万,"漫画改,校园,运动,社团"
4.7万,395.4万,中二病也要谈恋爱！恋 SP,659.7万,"小说改,恋爱,校园"
9.1万,22.2万,学园Handsome,571.7万,"搞笑,校园,游戏改,泡面"
4.8万,23.5万,UN-GO  因果论 ,223.9万,"奇幻,智斗,推理"
5.6万,107.2万,進擊的巨人 第三季（僅限台灣地區）,273.4万,"热血,漫画改,奇幻,战斗"
4.2万,76.4万,潜行吧！奈亚子F,352.4万,少女
